gurmukhi,english
rwghu,raagahu
rwgI,raagee
rWgI,raangee
rwgIlw,raageelaa
rWgin,raangane
rwgMn,raagann
rWgnhwrw,raanganhaaraa
rwgnI,raagnee
rwgu,raagu
rwgw,raagaa
rWgw,raangaa
rwgW,raagaan
rWgy,raangay
rwgY,raagai
rwh,raah
rwhI,raahee
rwhIAY,raaheeai
rwhku,raahaku
rwho,raaho
rwhu,raahu
rwhw,raahaa
rwhy,raahay
rwhY,raahai
rwhydy,raahayday
rwic,raache
rWiD,raandhe
rwie,raae
rwieAw,raaeaa
rwieE,raaeo
rwiesw,raaesaa
rwig,raage
rWig,raange
rwigE,raageo
rwih,raahe
rwij,raaje
rwijAw,raajeaa
rwiK,raakhe
rwiKAnu,raakheAnu
rwiKAVw,raakheArraa
rwiKAw,raakheaa
rwiKE,raakheo
rwiKEu,raakheuo
rwil,raale
rwim,raame
rwiq,raate
rwiqAw,raateaa
rwiqho,raateho
rwir,raare
rwis,raase
rwiV,raarre
rwivAVI,raaveArree
rwivAVw,raaveArraa
rwivAw,raaveaa
rwivE,raaveo
rwj,raaj
rwjieAw,raajaeaa
rwjkuAwir,raajkuaare
rwjM,raajan
rwjMgw,raajangaa
rwjn,raajan
rwjnh,raajanaha
rwjnrwm,raajanraam
rwjnu,raajanu
rwjo,raajo
rwjs,raajas
rwjsu,raajasu
rwju,raaju
rwjw,raajaa
rwjwDrm,raajaadharam
rwjwDrmu,raajaadharamu
rwjwn,raajaan
rwjwnu,raajaanu
rwjwrwim,raajaaraame
rwjwrwm,raajaaraam
rwjwrwmu,raajaaraamu
rwjwsRm,raajaasram
rwjy,raajay
rwjY,raajai
rwjyrwm,raajayraam
rwK,raakh
rwKau,raakhou
rwKdw,raakhdaa
rwKdy,raakhday
rwKeI,raakhaee
rwKhu,raakhahu
rwKI,raakhee
rwKIAly,raakheeAlay
rwKIAY,raakheeai
rwKih,raakhahe
rwKis,raakhase
rwKn,raakhan
rwKnhwr,raakhanhaar
rwKnhwro,raakhanhaaro
rwKnhwru,raakhanhaaru
rwKnhwrw,raakhanhaaraa
rwKnhwry,raakhanhaaray
rwKnhwrY,raakhanhaarai
rwKo,raakho
rwKq,raakhat
rwKqw,raakhtaa
rwKqy,raakhtay
rwKsI,raakhsee
rwKu,raakhu
rwKw,raakhaa
rwKx,raakhann
rwKxhwirAw,raakhannhaareaa
rwKxhwru,raakhannhaaru
rwKxhwrw,raakhannhaaraa
rwKY,raakhai
rwKy,raakhay
rwKYgw,raakhaigaa
rwl,raal
rwlI,raalee
rwlIAY,raaleeai
rwlw,raalaa
rwm,raam
rwmcMd,raamchand
rwmcMdu,raamchandu
rwmcMid,raamchande
rwmdwis,raamdaase
rwmdws,raamdaas
rwmdwspuir,raamdaaspure
rwmdwspur,raamdaaspur
rwmdwsu,raamdaasu
rwmdwsw,raamdaasaa
rwmdwsY,raamdaasai
rwmeIAw,raamaeeaa
rwmih,raamahe
rwmklI,raamkalee
rwmo,raamo
rwmrwie,raamraae
rwmrwieAw,raamraaeaa
rwmu,raamu
rwmw,raamaa
rwmwnMd,raamaanand
rwmwnMdu,raamaanandu
rwmwxw,raamaannaa
rwmY,raamai
rwnI,raanee
rwnw,raanaa
rwpY,raapai
rwq,raat
rwqˆØI,raateen
rwqau,raatou
rwqE,raatao
rwqI,raatee
rwqiVAw,raatrreaa
rwqo,raato
rwqO,raatau
rwqVIey,raatrreeay
rwqw,raataa
rwqy,raatay
rwqY,raatai
rwrw,raaraa
rwrY,raarai
rwsI,raasee
rwsy,raasay
rwvau,raavou
rwvey,raavay
rwvh,raavaha
rwvI,raavee
rwvIAw,raaveeaa
rwvIAY,raaveeai
rwvIey,raaveeay
rwvih,raavahe
rwvIjY,raaveejai
rwvix,raavanne
rwvl,raaval
rwvn,raavan
rwvnu,raavanu
rwvnw,raavnaa
rwvw,raavaa
rwvwr,raavaar
rwvwsI,raavaasee
rwvx,raavann
rwvxhwru,raavannhaaru
rwvxu,raavannu
rwvxw,raavnnaa
rwvxy,raavnnay
rwvy,raavay
rwvY,raavai
rwvyhw,raavayhaa
rwvyie,raavaye
rwvysI,raavaysee
rwxIAw,raanneeaa
rwxw,raannaa
rwxy,raannay
rx,rann
rX,raYa
rXin,raYane
rXiq,raYate
rxu,rannu
ry,ray
rY,rai
rYbwirAw,raibaareaa
rYbwrI,raibaaree
ryck,raychak
ryd,rayd
ryig,rayge
ryiKAw,raykheaa
rYin,raine
rYix,rainne
ryK,raykh
ryKM,raykhan
ryKw,raykhaa
ryn,rayn
rYn,rain
rYnI,rainee
rynu,raynu
rYnVIAY,rainarreeai
rYnVIey,rainarreeay
rynw,raynaa
rYnweI,rainaaee
rynweI,raynaaee
rynwieAw,raynaaeaa
rYnwier,rainaaer
rynwrI,raynaaree
rynwru,raynaaru
rynwrw,raynaaraa
rYnwry,rainaaray
rynwry,raynaaray
rYnyhI,rainayhee
ryq,rayt
ryqu,raytu
ryru,rayru
rysmI,raysmee
rYx,rainn
ryx,raynn
rYxI,rainnee
ryxu,raynnu
ryxukh,raynnukaha
ryxukw,raynnukaa
ryxw,raynnaa
rYxwier,rainnaaer
rYxwr,rainnaar
ryxwrI,raynnaaree
ryxwru,raynnaaru
rYxwry,rainnaaray
rYxy,rainnay
s,sa
sˆØIgwr,seengaar
sˆØIgwro,seengaaro
sˆØIgwru,seengaaru
sˆØIgwrw,seengaaraa
s˜yh,snayh
s˜yhM,snayhan
sau,sou
saudˆØI,soudeen
saudI,soudee
saudw,soudaa
saudwgrI,soudaagaree
saudwgru,soudaagaru
saudy,souday
sauhy,souhay
sauidAw,soudeaa
sauip,soupe
sauipAw,soupeaa
sauipEnu,soupeonu
sauiV,sourre
saukin,soukane
saulw,soulaa
saupau,soupou
saupI,soupee
saupIAY,soupeeai
saupqy,souptay
saupweI,soupaaee
saupy,soupay
sauqu,soutu
saurY,sourai
saux,sounn
sauxu,sounnu
sauxw,sounnaa
sB,sabh
sb,sab
sbd,sabad
sbdI,sabdee
sbdIN,sabdeen
sbdM,sabdan
sbdo,sabdo
sbdO,sabdau
sbdu,sabadu
sbdwh,sabdaah
sbdy,sabday
sbdY,sabdai
sBhU,sabhahoo
sBhu,sabhahu
sBhUM,sabhahoon
sbid,sabade
sBih,sabhahe
sbl,sabal
sblu,sabalu
sblw,sablaa
sBn,sabhan
sBnI,sabhnee
sBnw,sabhnaa
sBnW,sabhnaan
sBnwh,sabhnaah
sBnwhw,sabhnaahaa
sBo,sabho
sBogI,sabhogee
sBqu,sabhatu
sBqY,sabhtai
sbr,sabar
sbru,sabaru
sBrweI,sabhraaee
sBs,sabhas
sBsu,sabhasu
sBsY,sabhsai
sBu,sabhu
sbuDI,sabudhee
sbUrI,sabooree
sBw,sabhaa
sbweI,sabaaee
sbweIAw,sabaaeeaa
sbwey,sabaaay
sBwgI,sabhaagee
sBwgw,sabhaagaa
sBwgy,sabhaagay
sBwgY,sabhaagai
sbwh,sabaah
sbwhI,sabaahee
sbwie,sabaae
sbwieAw,sabaaeaa
sbwieAY,sabaaeai
sbwieVIey,sabaaerreeay
sbwih,sabaahe
sBwil,sabhaale
sBy,sabhay
sBY,sabhai
sbY,sabai
sc,sach
scau,sachou
sch,sachaha
schu,sachahu
scI,sachee
scIAw,sacheeaa
scKMif,sachkhandde
sco,sacho
scO,sachau
scu,sachu
scury,sachuray
scusMgiq,sachusangate
scVw,sachrraa
scVwau,sachrraaou
scvwilAw,sachvaaleaa
scVY,sachrrai
scVy,sachrray
scw,sachaa
scwvIAw,sachaaveeaa
scwvw,sachaavaa
scwvW,sachaavaan
scy,sachay
scY,sachai
sd,sad
sdeIAw,sadaeeaa
sdhU,sadahoo
sdhUM,sadahoon
sdIAY,sadeeai
sdIv,sadeev
sdkw,sadkaa
sdkwrI,sadkaaree
sdkY,sadkai
sdky,sadkay
sDnw,sadhnaa
sDny,sadhnay
sDrnw,sadharnaa
sdu,sadu
sdVw,sadrraa
sdVy,sadrray
sdw,sadaa
sDw,sadhaa
sdweIAY,sadaaeeai
sdwey,sadaaay
sdwie,sadaae
sdwieAw,sadaaeaa
sdwiedy,sadaaeday
sdwiein,sadaaene
sDwrI,sadhaaree
sDwrn,sadhaaran
sDwro,sadhaaro
sDwru,sadhaaru
sDwrx,sadhaarann
sDwrxw,sadhaarnnaa
sDwry,sadhaaray
sDwrY,sadhaarai
sdwvih,sadaavahe
sdwvY,sadaavai
sdxhwrw,sadannhaaraa
sdy,saday
sdyeI,sadayee
sdyry,sadayray
sdysro,sadaysaro
sdysw,sadaysaa
seIAwd,saeeaad
sfo,saddo
sfu,saddu
sg,sag
sgilAw,sagleaa
sgl,sagal
sglˆØI,sagleen
sgl´M,saglean
sglh,saglaha
sglI,saglee
sglIAw,sagleeaa
sglo,saglo
sglw,saglaa
sglwry,saglaaray
sglwxw,saglaannaa
sgly,saglay
sgn,sagan
sGn,saghan
sgonI,sagonee
sgr,sagar
sgrI,sagree
sgro,sagro
sgrwieAw,sagraaeaa
sgry,sagray
sgun,sagun
sgUVO,sagoorrau
sgvI,sagvee
sgvw,sagvaa
sgwhI,sagaahee
sgwrvw,sagaarvaa
sGwrx,saghaarann
sGwry,saghaaray
sGwrY,saghaarai
sh,saha
shGo,sahgho
shhu,sahahu
shI,sahee
shIAau,saheeAou
shIAw,saheeaa
shIAwh,saheeaah
shIAY,saheeai
shId,saheed
shidAw,sahdeaa
shih,sahahe
shij,sahaje
shIjY,saheejai
shingy,sahanegay
shj,sahaj
shjieAw,sahajaeaa
shjoaU,sahjooo
shjrIAw,sahajareeaa
shju,sahaju
shjw,sahjaa
shjwey,sahjaaay
shjwieAw,sahjaaeaa
shjwrI,sahjaaree
shjy,sahjay
shjY,sahjai
shkM,sahkan
shkweIAY,sahkaaeeai
shlI,sahlee
shlM|u,sahlanngu
shlMgw,sahlangaa
shMin,sahanne
shMin@,sahanne
shMm,sahanm
shMmI,sahanmee
shMmw,sahanmaa
shMs,sahans
shMsr,sahansar
shn,sahan
shnk,sahnak
shnw,sahnaa
shnweI,sahnaaee
sho,saho
shodrw,sahodaraa
shqw,sahtaa
shr,sahar
shrI,sahree
shru,saharu
shs,sahas
shsbwhu,sahasbaahu
shsI,sahsee
shsikRqI,sahaskretee
shsRPnI,sahasraphanee
shsw,sahsaa
shswieAw,sahsaaeaa
shswikrqw,sahsaakertaa
shsy,sahsay
shsY,sahsai
shu,sahu
shW,sahaan
shwau,sahaaou
shweI,sahaaee
shwey,sahaaay
shwhI,sahaahee
shwie,sahaae
shwih,sahaahe
shwm,sahaam
shwmM,sahaaman
shwmu,sahaamu
shwmw,sahaamaa
shwq,sahaat
shwr,sahaar
shwr´au,sahaareou
shwrM,sahaaran
shwru,sahaaru
shwrY,sahaarai
shwry,sahaaray
shx,sahann
shxw,sahnnaa
shY,sahai
shy,sahay
shyiq,sahayte
shylI,sahaylee
shylIAw,sahayleeaa
shylIho,sahayleeho
shylVIAwh,sahaylrreeaah
shylVIho,sahaylrreeho
shyrI,sahayree
shyrw,sahayraa
shyVIAY,sahayrreeai
sI,see
sI|,seenga
sIA,seeA
sIAau,seeAou
sIau,seeou
sIAw,seeaa
sIAwly,seeaalay
siB,sabhe
sic,sache
sÍC,suachh
sicAw,sacheaa
sicAwr,sacheaar
sicAwrI,sacheaaree
sicAwrIAw,sacheaareeaa
sicAwro,sacheaaro
sicAwru,sacheaaru
sicAwrw,sacheaaraa
sIcwny,seechaanay
sid,sade
sID,seedh
sidAhu,sadeAhu
sidAw,sadeaa
sidhu,sadehu
sIDo,seedho
sIDrI,seedhree
sIDw,seedhaa
sIDy,seedhay
sIDY,seedhai
sIE,seeo
sieAwn,saeaan
sig,sage
sIGr,seeghar
sIgrIAw,seegareeaa
sIgu,seegu
sIgwir,seegaare
sIgwirAw,seegaareaa
sIgwr,seegaar
sIgwrI,seegaaree
sIgwrIAw,seegaareeaa
sIgwrIAY,seegaareeai
sIgwro,seegaaro
sIgwru,seegaaru
sIgwrw,seegaaraa
sIgwry,seegaaray
sih,sahe
sIh,seeh
sihAw,saheaa
sihE,saheo
sihlw,sahelaa
sihq,sahet
sIhu,seehu
sIhuqI,seehutee
sIhw,seehaa
sIiD,seedhe
sIiJAw,seejheaa
sIil,seele
sIis,seese
sIJeI,seejhaee
sIJIAY,seejheeai
sIJih,seejhahe
sIJis,seejhase
sÍjnh,suajanaha
sIJu,seejhu
sIJY,seejhai
sIK,seekh
sikAw,sakeaa
sikE,sakeo
sIkw,seekaa
sIKy,seekhay
sIl,seel
sil,sale
sIlh,seelaha
sill,salel
sIlM,seelan
silqw,saletaa
sIlu,seelu
sIlvMiq,seelvante
sIlvMqI,seelvantee
sIlvMqu,seelvantu
simE,sameo
simgRI,samegree
sin,sane
sinAwsI,saneaasee
sINgu,seengu
sINgwr,seengaar
sInw,seenaa
sIpY,seepai
siq,sate
sIq,seet
siq´M,satean
siqAw,sateaa
siqguir,sategure
siqgur,sategur
siqguru,sateguru
siqgurU,sateguroo
siqgurw,sateguraa
siqgurY,sategurai
sIql,seetal
sIqleI,seetlaee
sIqlM,seetalan
sIqlMq,seetalant
sIqlohI,seetlohee
sIqlqw,seetaltaa
sIqlu,seetalu
sIqlw,seetlaa
sIqlwgau,seetlaagou
sIqlwieAw,seetlaaeaa
sIqlwieE,seetlaaeo
sIqlwiexw,seetlaaennaa
sIqlwigE,seetlaageo
sIqmu,seetamu
siqnwmu,satenaamu
sIqo,seeto
siqsMgiq,satesangate
sIqu,seetu
siqvMqu,satevantu
sIqVw,seetrraa
siqvwdI,satevaadee
sIqw,seetaa
sir,sare
sirAw,sareaa
sirE,sareo
sÍrg,suarg
sÍrUpI,suaroopee
sÍrUpM,suaroopan
sIrw,seeraa
sis,sase
sIs,sees
sisdIp,sasedeep
sÍsiq,suasate
sÍsQ,suasth
sIsu,seesu
sIsuDrin,seesudharane
sit,satte
siT,satthe
sitAw,satteaa
siv,save
sIv,seev
sIvau,seevou
siVEih,sarreohe
sIvin,seevane
sIvnw,seevnaa
sIvqy,seevtay
sIvW,seevaan
sIvY,seevai
sÍwd,suaad
sÍwdu,suaadu
sÍWg,suaang
sÍwgI,suaagee
sÍWgI,suaangee
sÍWgu,suaangu
sÍwig,suaage
sÍwmI,suaamee
sÍwn,suaan
sÍwsw,suaasaa
sjix,sajanne
sjn,sajan
sjneI,sajnaee
sjnI,sajnee
sjnu,sajanu
sjnw,sajnaa
sjogI,sajogee
sju,saju
sjuqIAw,sajuteeaa
sjweI,sajaaee
sjWeI,sajaanee
sjwey,sajaaay
sjwie,sajaae
sjx,sajann
sjxo,sajnno
sjxu,sajannu
sjxw,sajnnaa
sjxY,sajnnai
sk,sak
sK,sakh
sKˆØI,sakheen
skau,sakou
skauhau,sakouhou
skeI,sakaee
skh,sakaha
skhu,sakahu
skI,sakee
sKI,sakhee
sKIA,sakheeA
sKIAw,sakheeaa
skIAY,sakeeai
sKIey,sakheeay
skih,sakahe
sKIho,sakheeho
skIjY,sakeejai
skin,sakane
skiq,sakate
skis,sakase
skl,sakal
skMdw,sakandaa
skNau,sakoun
sKnI,sakhnee
sknI,saknee
sKnwvY,sakhnaavai
skoeI,sakoee
skq,sakat
skqI,saktee
skqvwr,sakatvaar
skqw,saktaa
skqy,saktay
skr,sakar
sKw,sakhaa
skw,sakaa
skwau,sakaaou
sKweI,sakhaaee
skweIAY,sakaaeeai
skwhI,sakaahee
sKwie,sakhaae
sKwieAw,sakhaaeaa
skwih,sakaahe
sKwqw,sakhaataa
skwrQu,sakaarathu
skwrQw,sakaarthaa
skwsw,sakaasaa
sKxIAwhw,sakhnneeaahaa
skXQ,sakaYath
skXQau,sakaYathou
skXQu,sakaYathu
skY,sakai
sKy,sakhay
sky,sakay
skyil,sakayle
skylIAY,sakayleeai
skylw,sakaylaa
sKYnI,sakhainee
sl´,salea
slil,salale
sll,salal
sllY,salalai
slly,salalay
slok,salok
sloku,saloku
slokw,salokaa
slonI,salonee
slonVIey,salonrreeay
sluM\u,salunnju
slvy,salvay
slweIAw,salaaeeaa
slwh,salaah
slwhˆØI,salaaheen
slwhdw,salaahdaa
slwhdy,salaahday
slwhhu,salaahahu
slwhI,salaahee
slwhIAY,salaaheeai
slwhih,salaahahe
slwhin,salaahane
slwhw,salaahaa
slwhxu,salaahannu
slwhxw,salaahnnaa
slwhxy,salaahnnay
slwhy,salaahay
slwhY,salaahai
slwih,salaahe
slwihAw,salaaheaa
slwihAY,salaaheai
slwihhu,salaahehu
slwm,salaam
slwmiq,salaamate
slwmu,salaamu
slwq,salaat
slwr,salaar
sm,sam
sm@wil,samaale
sm@wilAw,samaaleaa
sm@wilh,samaaleh
sm@wir,samaare
sm@wirAw,samaareaa
sm@wl,samaal
sm@wldw,samaaldaa
sm@wlI,samaalee
sm@wlIAY,samaaleeai
sm@wlih,samaalahe
sm@wlis,samaalase
sm@wlu,samaalu
sm@wlw,samaalaa
sm@wlxo,samaalnno
sm@wly,samaalay
sm@wlY,samaalai
sm@wrau,samaarou
sm@wrhu,samaarahu
sm@wrI,samaaree
sm@wrY,samaarai
sm@wry,samaaray
sM|u,sanngu
smau,samou
smaulw,samoulaa
sMBau,sanbhou
sMbhI,sanbahee
sMbiq,sanbate
sMBivAau,sanbhaveAou
sMBO,sanbhau
sMbq,sanbat
sMBU,sanbhoo
sMbUh,sanbooh
sMbUhw,sanboohaa
sMBv,sanbhav
sMbwdM,sanbaadan
sMbwhw,sanbaahaa
sMbwhy,sanbaahay
sMbwih,sanbaahe
sMbwihAw,sanbaaheaa
sMbwihdw,sanbaahedaa
sMBwKn,sanbhaakhan
sMBwKnu,sanbhaakhanu
sMBwrw,sanbhaaraa
sMcau,sanchou
sMcaunI,sanchounee
sMchu,sanchahu
sMcI,sanchee
sMcIAY,sancheeai
sMcih,sanchahe
sMcin,sanchane
sMcis,sanchase
sMcMiq,sanchante
sMcnu,sanchanu
sMcq,sanchat
sMcr´au,sanchareou
sMcrY,sancharai
sMcvY,sanchvai
sMcw,sanchaa
sMcwry,sanchaaray
sMcwxw,sanchaannaa
sMcx,sanchann
sMcY,sanchai
sMcy,sanchay
sMDaurw,sandhouraa
sMdI,sandee
sMdIAw,sandeeaa
smdrsI,samdarsee
sMdUr,sandoor
sMDUrey,sandhooray
sMDUru,sandhooru
sMDUry,sandhooray
sMdVI,sandrree
sMdVw,sandrraa
sMdVY,sandrrai
sMdVy,sandrray
smDw,samdhaa
sMdw,sandaa
smDW,samdhaan
sMDy,sandhay
sMdy,sanday
sMdY,sandai
sMDY,sandhai
smDy,samdhay
sMdyh,sandayh
sMdyisAw,sandayseaa
sMdys,sandays
sMdysro,sandaysaro
sMdysrw,sandaysaraa
sMdysw,sandaysaa
smeI,samaee
smeIAw,samaeeaa
smey,samay
sMFIAY,sanddheeai
sMfw,sanddaa
sMfY,sanddai
sMg,sang
sMgI,sangee
sMgIAw,sangeeaa
sMgIiq,sangeete
sMgil,sangale
sMgim,sangame
sMgiq,sangate
sMgIq,sangeet
sMgIqw,sangeetaa
sMgl,sangal
sMglu,sangalu
sMgm,sangam
sMgmu,sangamu
sMgmy,sangmay
sMgnw,sangnaa
sMgoieAw,sangoeaa
sMgorI,sangoree
sMgqI,sangtee
sMgRhih,sangrahahe
sMgRhn,sangrahan
sMgRhu,sangrahu
sMgrhu,sangarahu
sMgRhw,sangrahaa
sMgRhx,sangrahann
sMgRhY,sangrahai
sMgRhyie,sangrahaye
smgRI,samagree
smgrI,samagree
sMgrIAw,sangreeaa
sMgRih,sangrahe
sMGrih,sangharahe
sMgRihAau,sangraheAou
sMgRihE,sangraheo
sMgRwim,sangraame
sMgrwm,sangraam
sMgRwmM,sangraaman
sMGrY,sanghrai
sMgu,sangu
sMgUqI,sangootee
sMgw,sangaa
smGw,samghaa
sMgwid,sangaade
sMgwie,sangaae
sMgwin,sangaane
sMgwir,sangaare
sMGwir,sanghaare
sMGwirAw,sanghaareaa
sMGwirE,sanghaareo
sMgwnY,sangaanai
sMgwny,sangaanay
sMgwq,sangaat
sMgwqI,sangaatee
sMgwr,sangaar
sMGwr,sanghaar
sMGwrhy,sanghaarhay
sMgwrI,sangaaree
sMGwrih,sanghaarahe
sMGwru,sanghaaru
sMGwrw,sanghaaraa
sMgwrw,sangaaraa
sMGwrxu,sanghaarannu
sMGwry,sanghaaray
sMGwrY,sanghaarai
sMgwrY,sangaarai
sMgwry,sangaaray
sMgy,sangay
sMgY,sangai
sMGY,sanghai
sMgyx,sangaynn
smhI,samhee
smHwir,samhaare
smHwry,samhaaray
sMhyqu,sanhaytu
sMi|Aw,sanngeaa
smIAw,sameeaa
smib´AM,sambeAn
sMic,sanche
sMicAw,sancheaa
sMicE,sancheo
sMiD,sandhe
sMiDAw,sandheaa
sMiDAwnI,sandheaanee
sMiDk,sandhek
smidRstw,samdresttaa
smieAw,samaeaa
sMig,sange
smIip,sameepe
sMij,sanje
smiJ,samajhe
smij,samaje
sMijAw,sanjeaa
sMijAwhI,sanjeaahee
smiJE,samjheo
smIjY,sameejai
sMim,sanme
sMimAw,sanmeaa
sMimRQ,sanmreth
sMimRQu,sanmrethu
sMin,sanne
sMin@,sanne
sMinAws,sanneaas
sMinAwsI,sanneaasee
sMinAwsIAw,sanneaaseeaa
sMinAwsw,sanneaasaa
sMinAwsY,sanneaasai
smIp,sameep
smIpq,sameepat
sMiq,sante
smIqw,sameetaa
smJ,samajh
smJeI,samjhaee
smJhu,samjhahu
sMjIAih,sanjeeAhe
sMjIAY,sanjeeai
sMjim,sanjame
smJis,samjhase
sMjm,sanjam
sMjmI,sanjamee
sMjmo,sanjamo
sMjmu,sanjamu
sMjmw,sanjamaa
sMjmy,sanjamay
sMjoau,sanjoou
sMjoeI,sanjoee
sMjog,sanjog
sMjogI,sanjogee
sMjogo,sanjogo
sMjogu,sanjogu
sMjogVw,sanjogrraa
sMjogw,sanjogaa
sMjoieAw,sanjoeaa
sMjoieE,sanjoeo
sMjoig,sanjoge
sMjoir,sanjore
smJq,samjhat
sMjrIAw,sanjareeaa
smJu,samajhu
sMjugqu,sanjugatu
sMjuqu,sanjutu
smJw,samjhaa
smJwaU,samjhaaoo
smJweI,samjhaaee
smJweIAY,samjhaaeeai
smJwey,samjhaaay
smJwhI,samjhaahee
smJwie,samjhaae
smJwieAw,samjhaaeaa
smJwieE,samjhaaeo
smJwiesI,samjhaaesee
smJwih,samjhaahe
sMjwrIAY,sanjaareeai
smJwvau,samjhaavou
smJwvE,samjhaavao
smJwvhu,samjhaavahu
smJwvih,samjhaavahe
smJwvihgy,samjhaavhegay
smJwvix,samjhaavanne
smJwvn,samjhaavan
smJwvq,samjhaavat
smJwvw,samjhaavaa
smJwvx,samjhaavann
smJwvxI,samjhaavnnee
smJwvY,samjhaavai
smJxM,samajhannan
smjXw,samajaYaa
smJY,samjhai
sMjY,sanjai
smJy,samjhay
sMk,sank
sMK,sankh
sMkir,sankare
sMkit,sankatte
sMKM,sankhan
sMkocY,sankochai
sMkr,sankar
sMkrdyau,sankardayou
sMkru,sankaru
sMkrw,sankaraa
sMkt,sankatt
sMktvY,sankattvai
sMKu,sankhu
sMkurw,sankuraa
sMkuVw,sankurraa
sMkw,sankaa
smkw,samkaa
sMlgn,sanlagan
sMm@ilAw,sanmleaa
sMm@lw,sanmlaa
sMm@wil,sanmaale
sMm@wilAw,sanmaaleaa
sMm@wilEie,sanmaaleoe
sMm@wlMin@,sanmaalanne
sMm@wly,sanmaalay
sMm@wlyhW,sanmaalayhaan
sMm@wrw,sanmaaraa
sMmHwly,sanmhaalay
sMmil,sanmale
smMjIAY,samanjeeai
sMmlu,sanmalu
sMmlw,sanmlaa
sMmlY,sanmlai
sMmly,sanmlay
sMmn,sanman
sMmRQ,sanmrath
sMmRQu,sanmrathu
sMmwie,sanmaae
sMmwil,sanmaale
sMmwin,sanmaane
sMmwinAw,sanmaaneaa
sMmwir,sanmaare
sMmwlqw,sanmaaltaa
sMmwly,sanmaalay
sMmwlyhu,sanmaalayhu
sMmwlyin,sanmaalayne
sMmwn,sanmaan
sMmwnY,sanmaanai
sMmwry,sanmaaray
sMmwxI,sanmaannee
sMn@I,sannee
sMnwhM,sannaahan
sMnwhu,sannaahu
sMnwhw,sannaahaa
smo,samo
smoeI,samoee
smoie,samoe
sMpau,sanpou
smpau,sampou
sMpd,sanpad
smpih,sampahe
sMpiq,sanpate
sMpq,sanpat
sMpqw,sanpataa
sMpt,sanpatt
sMptu,sanpattu
sMpUrn,sanpooran
sMpUrnu,sanpooranu
sMpUrnw,sanpoornaa
sMpUrxÚ,sanpoornnaha
sMpwnI,sanpaanee
sMpY,sanpai
sMq,sant
smq,samat
sMqc,santach
sMqeI,santaee
sMqh,santaha
sMqho,santaho
sMqhu,santahu
sMqI,santee
sMqin,santane
sMqiq,santate
sMqM,santan
sMqn,santan
sMqnw,santnaa
sMqo,santo
sMqoiK,santokhe
sMqoiKAau,santokheAou
sMqoiKAw,santokheaa
sMqoK,santokh
sMqoKI,santokhee
sMqoKIAih,santokheeAhe
sMqoKIAin,santokheeAne
sMqoKIAW,santokheeaan
sMqoKIAw,santokheeaa
sMqoKIAY,santokheeai
sMqoKIeˆØI,santokheeeen
sMqoKM,santokhan
sMqoKu,santokhu
sMqoKw,santokhaa
sMqoKwey,santokhaaay
sMqoKY,santokhai
sMqoKy,santokhay
sMqosu,santosu
sMqq,santat
sMqsMg,santsang
sMqsMgiq,santsangate
sMqsMgnw,santsanganaa
sMqsMgqI,santsangtee
sMqsMgwieAw,santsangaaeaa
sMqsMgwih,santsangaahe
sMqsMgwr,santsangaar
sMqsMgy,santsangay
sMqsMgyx,santsangaynn
sMqsMig,santsange
sMqu,santu
smqu,samatu
smQu,samathu
sMqustu,santusttu
sMqw,santaa
sMqW,santaan
sMqweI,santaaee
sMqwey,santaaay
sMqwh,santaah
sMqwie,santaae
sMqwip,santaape
sMqwipAw,santaapeaa
sMqwnI,santaanee
sMqwp,santaap
sMqwpI,santaapee
sMqwpo,santaapo
sMqwpu,santaapu
sMqwpw,santaapaa
sMqwpxw,santaapnnaa
sMqwpY,santaapai
sMqwpy,santaapay
sMqwvih,santaavahe
sMqwvq,santaavat
sMqwvY,santaavai
sMqY,santai
smrhu,samarahu
smriQ,samrathe
smrQ,samrath
smRQ,samrath
smrQh,samrathaha
smrQM,samarathan
smrQo,samratho
smrQohM,samrathohan
smrQu,samrathu
smRQu,samrathu
smrQw,samrathaa
smrQy,samrathay
smrwQ,samraath
smrwQw,samraathaa
smrxyn,samarnnayn
smsir,samsare
smsry,samsaray
sMsw,sansaa
sMswir,sansaare
sMswirAw,sansaareaa
sMswr,sansaar
sMswrh,sansaaraha
sMswrI,sansaaree
sMswris,sansaarase
sMswrM,sansaaran
sMswro,sansaaro
sMswrs´,sansaarasea
sMswru,sansaaru
sMswrw,sansaaraa
sMswry,sansaaray
sMswrY,sansaarai
sMsXh,sansaYaha
sMsy,sansay
sMsY,sansai
smud,samud
smuDirAw,samudhareaa
smudR,samudra
smudRü,samudru
smudRY,samudrai
smuDry,samudhray
smudu,samudu
smUh,samooh
smUhw,samoohaa
smUhW,samoohaan
smuhw,samuhaa
smUhxh,samoohnnaha
smulvY,samulvai
smuMd,samund
smuMdih,samundahe
smuMdR,samundra
smuMdu,samundu
smuMdy,samunday
smuMid,samunde
smUrqu,samooratu
smwau,samaaou
smwaugo,samaaougo
smwcir´E,samaachareo
smwcirE,samaachareo
smwcrI,samaacharee
smwcry,samaacharay
smwDI,samaadhee
smwDM,samaadhan
smwE,samaao
smweI,samaaee
smweIAw,samaaeeaa
smweIAY,samaaeeai
smwey,samaaay
smwgm,samaagam
smwgw,samaagaa
smwgY,samaagai
smwhdw,samaahdaa
smwhI,samaahee
smWhI,samaanhee
